Gen,Prom_fit,Prom_positive_fit,Prom_negative_fit
211,-994.96,433.70588235294116,-1287.578313253012
212,-1182.96,558.5625,-1514.6785714285713
213,-1111.47,588.3125,-1435.2380952380952
214,-1073.68,371.4,-1328.6941176470589
215,-930.53,446.0625,-1192.7380952380952
216,-884.07,759.0,-1046.5714285714287
217,-926.07,644.5,-1181.7441860465117
218,-911.06,407.5,-1162.2142857142858
219,-1177.58,393.42857142857144,-1433.3255813953488
220,-1398.67,461.6666666666667,-1582.6593406593406
221,-1089.9,423.72727272727275,-1276.9775280898875
222,-1044.53,357.0,-1272.6860465116279
223,-1029.18,692.8571428571429,-1309.5116279069769
224,-1309.32,497.875,-1466.4673913043478
225,-991.63,446.4166666666667,-1187.7272727272727
226,-700.96,417.11764705882354,-929.9638554216867
227,-850.37,397.0625,-1087.9761904761904
228,-1065.17,407.2,-1228.7666666666667
229,-966.27,369.6923076923077,-1165.896551724138
230,-856.38,405.0769230769231,-1044.8735632183907
231,-830.19,573.6,-986.1666666666666
232,-830.33,444.3333333333333,-1004.1477272727273
233,-901.28,374.15384615384613,-1091.8620689655172
234,-1085.78,470.95,-1474.9625
235,-1036.56,404.07142857142856,-1271.0813953488373
236,-807.51,559.0833333333334,-993.8636363636364
237,-1123.46,564.6428571428571,-1398.2674418604652
238,-888.1,372.8235294117647,-1146.3614457831325
239,-931.44,465.0,-1104.0337078651685
240,-770.61,350.72727272727275,-909.2022471910112
241,-781.39,375.0,-969.6395348837209
242,-798.81,460.15384615384613,-986.9310344827586
243,-974.06,483.1,-1135.9666666666667
244,-768.88,395.6,-898.2666666666667
245,-841.23,396.38461538461536,-1026.16091954023
246,-991.26,460.125,-1117.4673913043478
247,-952.51,571.5,-1049.787234042553
248,-796.05,416.09090909090907,-945.8651685393259
249,-793.18,456.125,-901.8152173913044
250,-827.56,455.75,-1014.080459770115
251,-1063.25,246.33333333333334,-1146.840425531915
252,-603.0,377.4736842105263,-832.9876543209876
253,-733.41,409.6363636363636,-874.685393258427
254,-855.13,257.5,-877.8367346938776
255,-822.74,303.0769230769231,-990.9655172413793
256,-874.38,292.7142857142857,-962.2258064516129
257,-932.79,521.2,-1106.6404494382023
258,-760.31,283.64285714285717,-930.2558139534884
259,-957.88,416.0,-1045.5744680851064
260,-688.15,432.75,-901.6547619047619
261,-930.0,292.5,-1129.0116279069769
262,-814.68,423.9230769230769,-999.7586206896551
263,-846.42,453.22222222222223,-974.9560439560439
264,-892.13,305.9,-1025.2444444444445
265,-962.15,253.14285714285714,-1053.6236559139784
266,-692.14,319.3333333333333,-870.635294117647
267,-946.18,621.25,-1082.4782608695652
268,-858.22,373.54545454545456,-1010.4606741573034
269,-854.3,281.54545454545456,-994.685393258427
270,-765.07,413.8181818181818,-910.7752808988764
271,-865.44,349.5833333333333,-1031.125
272,-1057.41,418.38461538461536,-1277.9310344827586
273,-900.78,355.55555555555554,-1025.032967032967
274,-872.78,600.25,-1073.6477272727273
275,-777.8,676.1,-939.3444444444444
276,-857.9,248.23076923076923,-1023.183908045977
277,-923.3,418.0,-1055.956043956044
278,-751.23,513.3333333333334,-876.2967032967033
279,-843.2,423.2,-1066.6823529411765
280,-692.29,323.73333333333335,-871.5882352941177
281,-912.06,454.55555555555554,-1212.0487804878048
282,-1052.17,494.09090909090907,-1243.2808988764045
283,-931.89,395.8235294117647,-1203.8313253012047
284,-790.34,477.07142857142856,-996.6627906976744
285,-871.61,423.4,-1100.1411764705883
286,-1062.01,853.5,-1274.8444444444444
287,-869.76,377.9,-1008.3888888888889
288,-926.96,373.1333333333333,-1156.3882352941177
289,-813.77,378.9166666666667,-976.4090909090909
290,-790.69,419.8125,-1021.2619047619048
291,-841.25,340.57142857142856,-1033.639534883721
292,-866.19,394.125,-1106.25
293,-838.71,197.1,-953.8
294,-666.88,275.6111111111111,-873.7682926829268
295,-973.37,314.1666666666667,-1148.9431818181818
296,-867.02,207.22222222222223,-973.2637362637363
297,-814.62,350.92857142857144,-1004.3604651162791
298,-551.72,458.25,-689.4431818181819
299,-888.02,498.14285714285717,-1113.6744186046512
300,-849.71,618.4,-1108.7882352941176
301,-756.35,725.3333333333334,-902.8901098901099
302,-852.82,695.8571428571429,-969.3870967741935
303,-918.95,487.625,-1041.2608695652175
304,-792.23,712.25,-923.054347826087
305,-841.98,522.5555555555555,-976.934065934066
306,-700.39,493.6,-833.0555555555555
307,-933.77,717.7142857142857,-1058.0752688172042
308,-696.05,440.77777777777777,-808.4835164835165
309,-819.01,826.0,-942.8279569892474
310,-967.0,572.5,-1176.9318181818182
311,-851.44,700.6363636363636,-1043.2696629213483
312,-901.67,611.8666666666667,-1182.6785714285713
313,-1002.97,596.8333333333334,-1221.125
314,-949.07,511.1111111111111,-1093.4835164835165
315,-737.0,502.3636363636364,-890.1797752808989
316,-1256.84,484.3333333333333,-1429.043956043956
317,-803.76,494.6923076923077,-997.7816091954023
318,-803.58,305.1111111111111,-913.2307692307693
319,-959.67,500.125,-1086.608695652174
320,-926.0,423.3333333333333,-1059.4505494505495
321,-822.39,455.75,-1065.845238095238
322,-795.24,409.9166666666667,-959.5795454545455
323,-951.76,359.1818181818182,-1113.7865168539327
324,-1030.36,538.5,-1244.2954545454545
325,-942.43,550.7142857142857,-1185.5
326,-932.44,429.85714285714283,-1154.2093023255813
327,-897.0,905.7692307692307,-1166.3793103448277
328,-732.46,877.75,-1039.1666666666667
329,-919.65,1051.2727272727273,-1163.247191011236
330,-791.48,522.1666666666666,-875.3297872340426
331,-720.75,448.0,-880.125
332,-803.12,373.8,-933.8888888888889
333,-819.7,393.6666666666667,-939.7032967032967
334,-730.19,473.53846153846155,-910.0574712643678
335,-745.9,236.5625,-933.0357142857143
336,-774.72,293.7692307692308,-934.3793103448276
337,-982.82,429.7692307692308,-1193.896551724138
338,-893.35,477.35714285714283,-1116.4883720930231
339,-976.32,502.5625,-1258.0119047619048
340,-940.42,438.6190476190476,-1307.0
341,-889.19,472.55555555555554,-1188.1097560975609
342,-1012.93,382.47058823529414,-1298.7349397590363
343,-874.18,609.0952380952381,-1268.4683544303798
344,-1278.11,355.3333333333333,-1439.6593406593406
345,-1071.17,404.2,-1235.1
346,-821.68,381.15384615384613,-1001.4137931034483
347,-858.31,384.64285714285717,-1060.6511627906978
348,-1025.58,354.09090909090907,-1196.1011235955057
349,-865.31,372.44444444444446,-987.7252747252747
350,-944.84,356.5,-1089.4333333333334
351,-766.43,324.29411764705884,-989.8313253012049
352,-738.87,492.7692307692308,-922.9080459770115
353,-603.16,355.22222222222223,-813.5365853658536
354,-695.16,567.3846153846154,-883.816091954023
355,-736.36,599.8,-1070.4
356,-731.66,1364.6666666666667,-1191.8292682926829
357,-857.23,638.7222222222222,-1185.6097560975609
358,-1022.86,1147.6923076923076,-1347.1954022988505
359,-916.27,928.4,-1241.8
360,-1251.68,432.9230769230769,-1503.4022988505747
361,-1193.75,387.7,-1369.4666666666667
362,-945.02,390.25,-1127.1022727272727
363,-985.0,437.46153846153845,-1197.551724137931
364,-990.84,718.125,-1316.357142857143
365,-853.31,1143.75,-1233.702380952381
366,-772.89,1486.9411764705883,-1235.7469879518073
367,-918.76,282.8181818181818,-1067.2696629213483
368,-951.79,504.14285714285717,-1061.3763440860216
369,-1160.47,471.3076923076923,-1404.2988505747126
370,-813.45,836.5714285714286,-1082.0581395348838
371,-857.26,674.5555555555555,-1193.5121951219512
372,-1091.09,354.35714285714283,-1326.3953488372092
373,-947.78,889.6111111111111,-1351.1097560975609
374,-819.74,773.8,-1218.125
375,-889.84,1398.142857142857,-1498.0379746835442
376,-803.03,861.2941176470588,-1143.9156626506024
377,-753.05,751.5217391304348,-1202.4675324675325
378,-1031.11,765.8947368421053,-1452.6296296296296
379,-1158.47,878.5,-1335.5978260869565
380,-1096.04,400.77777777777777,-1244.076923076923
381,-941.0,518.3333333333334,-1140.0
382,-986.52,399.1666666666667,-1175.4772727272727
383,-908.94,374.5625,-1153.4166666666667
384,-825.98,1071.7142857142858,-1148.2588235294118
385,-899.56,530.6153846153846,-1113.2643678160919
386,-807.02,422.72727272727275,-959.0112359550562
387,-883.35,797.9333333333333,-1180.0470588235294
388,-916.3,327.4,-1135.7764705882353
389,-822.65,271.93333333333334,-1015.8117647058823
390,-807.95,427.5833333333333,-976.4318181818181
391,-901.53,430.44444444444446,-1033.2637362637363
392,-819.99,593.25,-942.8804347826087
393,-861.36,1785.0,-1060.5483870967741
394,-745.33,1885.888888888889,-1005.5604395604396
395,-859.43,1059.4444444444443,-1280.6463414634147
396,-722.37,819.4761904761905,-1132.2278481012659
